study,site_id,country,region,subject_count,avg_dqi_score,max_dqi_score,std_dqi_score,total_issue_types,avg_issue_types,high_risk_count,medium_risk_count,subjects_with_issues,sae_pending_count_sum,uncoded_meddra_count_sum,missing_visit_count_sum,missing_pages_count_sum,lab_issues_count_sum,max_days_outstanding_sum,max_days_page_missing_sum,uncoded_whodd_count_sum,edrr_open_issues_sum,inactivated_forms_count_sum,site_risk_category,anomaly_score,is_anomaly,high_risk_rate,issue_rate,cluster_id,cluster_probability,cluster_name
Study_11,Site 474,CZE,EMEA,8,0.0574848906824296,0.213916170916853,0.0866420643558948,6,0.75,0,3,3,0,0,0,3,4,0,987,0,0,0,Medium,0.9,True,0.0,0.375,5,0.999973577835228,Data Laggards
Study_11,Site 475,DNK,EMEA,3,0.0294444444444444,0.0883333333333333,0.0509992737784169,1,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,Low,0.0,False,0.0,0.3333333333333333,5,0.9999938360927155,Data Laggards
Study_11,Site 476,DNK,EMEA,2,0.1264642548747977,0.2529285097495955,0.1788474643993468,4,2.0,1,0,1,0,0,1,0,1,16,0,0,0,4,High,0.0,False,0.5,0.5,8,0.5468260190768597,Safety Concerns
Study_11,Site 477,DNK,EMEA,6,0.0411111111111111,0.1583333333333333,0.0674262285486612,3,0.5,0,2,2,0,0,0,3,0,0,456,0,0,0,Low,0.55,True,0.0,0.3333333333333333,5,0.9999912698708814,Data Laggards
Study_11,Site 478,DNK,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_11,Site 479,FRA,EMEA,4,0.06125,0.1566666666666666,0.0760284425335286,3,0.75,0,2,2,0,0,0,2,0,0,625,0,0,0,Medium,0.825,True,0.0,0.5,5,0.9999480502116023,Data Laggards
Study_11,Site 480,FRA,EMEA,8,0.0585818713450292,0.1566666666666666,0.0808517291444901,6,0.75,0,3,3,0,0,0,3,0,0,1646,0,0,0,Medium,1.05,True,0.0,0.375,5,0.9999680206299977,Data Laggards
Study_11,Site 481,FRA,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 482,FRA,EMEA,4,0.1166666666666666,0.2333333333333333,0.1347150628109127,2,0.5,2,0,2,4,0,0,0,0,0,0,0,0,0,High,0.0,False,0.5,0.5,7,0.7067305603996916,Safety Concerns
Study_11,Site 483,FRA,EMEA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999976168767662,High Performers
Study_11,Site 484,FRA,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_11,Site 485,FRA,EMEA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999978963593812,High Performers
Study_11,Site 486,FRA,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_11,Site 487,FRA,EMEA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999981305379673,High Performers
Study_11,Site 488,FRA,EMEA,4,0.2096320840950639,0.3535283363802559,0.0959308348567946,10,2.5,1,3,4,0,0,2,10,0,37,2352,0,0,0,High,1.05,True,0.25,1.0,2,0.9999512086568538,Data Laggards
Study_11,Site 489,FRA,EMEA,5,0.0333333333333333,0.1666666666666666,0.0745355992499929,2,0.4,0,1,1,0,0,0,3,0,0,547,0,0,0,Low,0.75,True,0.0,0.2,5,0.9998337982862482,Data Laggards
Study_11,Site 490,FRA,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_11,Site 491,FRA,EMEA,3,0.0984615384615384,0.1833333333333333,0.0924190923235237,3,1.0,1,1,2,1,0,0,1,0,0,0,0,0,1,Medium,0.0,False,0.3333333333333333,0.6666666666666666,8,0.9955489483657091,Safety Concerns
Study_11,Site 492,FRA,EMEA,3,0.0344444444444444,0.1033333333333333,0.0596595278162613,1,0.3333333333333333,0,1,1,0,0,0,4,0,0,0,0,0,0,Low,0.0,False,0.0,0.3333333333333333,5,0.999993461401834,Data Laggards
Study_11,Site 493,DEU,EMEA,5,0.1316666666666666,0.32,0.1198552367557537,7,1.4,1,3,4,1,0,0,6,0,0,1192,0,0,0,High,1.083,True,0.2,0.8,8,0.999999999991112,Safety Concerns
Study_11,Site 494,DEU,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_11,Site 495,DEU,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_11,Site 496,DEU,EMEA,3,0.0962157221206581,0.2886471663619744,0.1666505191999086,3,1.0,1,0,1,0,0,2,2,0,51,0,0,0,0,Medium,0.0,False,0.3333333333333333,0.3333333333333333,7,0.8602200847660015,Safety Concerns
Study_11,Site 497,DEU,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_11,Site 498,DEU,EMEA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999981305379673,High Performers
Study_11,Site 499,DEU,EMEA,3,0.1259591688780486,0.2237254598505202,0.1144962843055649,6,2.0,0,2,2,0,0,0,4,0,0,946,1,0,1,High,1.1,True,0.0,0.6666666666666666,8,0.9994601702973999,Safety Concerns
Study_11,Site 5,ZAF,EMEA,5,0.0286410256410256,0.0933333333333333,0.0421211505243982,2,0.4,0,2,2,0,0,0,2,0,0,0,0,0,4,Low,0.0,False,0.0,0.4,5,0.9999838753148197,Data Laggards
Study_11,Site 50,TUR,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 500,DEU,EMEA,4,0.0820327989145483,0.1714645289915268,0.0949157674918691,5,1.25,0,2,2,0,0,0,2,2,0,673,0,0,1,Medium,1.1,True,0.0,0.5,5,0.9963129410083577,Data Laggards
Study_11,Site 501,DEU,EMEA,5,0.1427692998492575,0.2440219378427788,0.0883313854231744,9,1.8,0,4,4,0,0,1,5,0,11,1555,0,0,0,High,1.083,True,0.0,0.8,8,0.9999833963717322,Safety Concerns
Study_11,Site 502,ITA,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_11,Site 503,ITA,EMEA,8,0.0502083333333333,0.1566666666666666,0.0724318919278929,5,0.625,0,3,3,0,0,0,3,0,0,1486,0,0,0,Medium,1.05,True,0.0,0.375,5,0.9999903167867316,Data Laggards
Study_11,Site 504,ITA,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_11,Site 505,ITA,EMEA,6,0.0678411306042885,0.1645614035087719,0.0787801660573611,5,0.8333333333333334,0,3,3,0,0,0,5,0,0,947,0,0,0,Medium,1.083,True,0.0,0.5,5,0.9998634506727356,Data Laggards
Study_11,Site 506,ITA,EMEA,5,0.0363333333333333,0.0933333333333333,0.0497828618435434,2,0.4,0,2,2,0,0,0,3,0,0,0,0,0,0,Low,0.0,False,0.0,0.4,5,0.9999911139623474,Data Laggards
Study_11,Site 507,ITA,EMEA,2,0.1774527726995734,0.2615722120658135,0.1189628520109579,4,2.0,1,1,2,0,0,1,4,0,59,0,0,0,0,High,0.825,True,0.5,1.0,2,0.99999767889101,Data Laggards
Study_11,Site 508,ITA,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 509,POL,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 510,POL,EMEA,2,0.0441666666666666,0.0883333333333333,0.0624610990048117,1,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,Low,0.0,False,0.0,0.5,5,0.9999747338740804,Data Laggards
Study_11,Site 511,POL,EMEA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_11,Site 512,ESP,EMEA,4,0.0220833333333333,0.0883333333333333,0.0441666666666666,1,0.25,0,1,1,0,0,0,1,0,0,0,0,0,0,Low,0.0,False,0.0,0.25,5,0.9999738716158321,Data Laggards
Study_11,Site 513,ESP,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_11,Site 514,ESP,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_11,Site 515,ESP,EMEA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998327304442,High Performers
Study_11,Site 516,ESP,EMEA,4,0.05328125,0.1247916666666666,0.0632986872980586,3,0.75,0,2,2,0,0,0,2,0,0,0,0,1,0,Medium,0.0,False,0.0,0.5,5,0.9999712729355844,Data Laggards
Study_11,Site 517,CHE,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 518,ISR,EMEA,4,0.0220833333333333,0.0883333333333333,0.0441666666666666,1,0.25,0,1,1,0,0,0,1,0,0,0,0,0,0,Low,0.0,False,0.0,0.25,5,0.9999738716158321,Data Laggards
Study_11,Site 519,ISR,EMEA,5,0.0623391812865497,0.1566666666666666,0.0853634025937157,4,0.8,0,2,2,0,0,0,2,0,0,1019,0,0,0,Medium,1.05,True,0.0,0.4,5,0.9999141713243904,Data Laggards
Study_11,Site 520,COL,AMERICA,3,0.0829250457038391,0.2487751371115173,0.1436303923790206,3,1.0,1,0,1,0,0,1,2,0,24,0,0,0,0,Medium,0.0,False,0.3333333333333333,0.3333333333333333,7,0.7253173967266338,Safety Concerns
Study_11,Site 521,COL,AMERICA,4,0.0211033117350612,0.0844132469402448,0.0422066234701224,1,0.25,0,1,1,0,0,0,0,2,0,0,0,0,0,Low,0.0,False,0.0,0.25,5,0.9999751113260994,Data Laggards
Study_11,Site 522,COL,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 523,COL,AMERICA,3,0.0294444444444444,0.0883333333333333,0.0509992737784169,1,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,Low,0.0,False,0.0,0.3333333333333333,5,0.9999938360927155,Data Laggards
Study_11,Site 524,ARG,AMERICA,4,0.0628336380255941,0.2513345521023766,0.1256672760511883,3,0.75,1,0,1,0,0,1,2,0,31,0,0,0,0,Medium,0.0,False,0.25,0.25,9,0.9514126314517091,Safety Concerns
Study_11,Site 525,ARG,AMERICA,1,0.1560233918128654,0.1560233918128654,0.0,2,2.0,0,1,1,0,0,0,1,0,0,502,0,0,0,High,0.55,True,0.0,1.0,0,0.9999972408075147,Data Laggards
Study_11,Site 526,ARG,AMERICA,6,0.0220029239766081,0.1320175438596491,0.0538959365919398,2,0.3333333333333333,0,1,1,0,0,0,2,0,0,6,0,0,0,Low,0.0,False,0.0,0.16666666666666666,5,0.9998586300983129,Data Laggards
Study_11,Site 527,ARG,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 528,MEX,AMERICA,8,0.0411766558675305,0.1477465802735781,0.059496464437527,4,0.5,0,3,3,0,0,0,4,2,0,0,0,0,0,Low,0.0,False,0.0,0.375,5,0.9999950253779748,Data Laggards
Study_11,Site 529,BRA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 530,BRA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 531,CHL,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 532,CHL,AMERICA,3,0.0803599712023038,0.1566666666666666,0.078411943568993,3,1.0,0,2,2,0,0,0,1,2,0,561,0,0,0,Medium,0.825,True,0.0,0.6666666666666666,5,0.9997714462626793,Data Laggards
Study_11,Site 533,CHL,AMERICA,7,0.0447619047619047,0.1566666666666666,0.0764455057143017,4,0.5714285714285714,0,2,2,0,0,0,2,0,0,1439,0,0,0,Low,1.05,True,0.0,0.2857142857142857,5,0.9999484444944545,Data Laggards
Study_11,Site 534,CHL,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 535,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 536,USA,AMERICA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998327304442,High Performers
Study_11,Site 537,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 538,USA,AMERICA,3,0.0777777777777777,0.2333333333333333,0.1347150628109127,1,0.3333333333333333,1,0,1,3,0,0,0,0,0,0,0,0,0,Medium,1.1,True,0.3333333333333333,0.3333333333333333,9,0.96961296330183,Safety Concerns
Study_11,Site 539,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 540,ISL,EMEA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 541,IRL,EMEA,4,0.0895833333333333,0.0933333333333333,0.0024999999999999,4,1.0,0,4,4,0,0,0,5,0,0,0,0,0,0,Medium,0.0,False,0.0,1.0,0,0.9999879040465247,Data Laggards
Study_11,Site 542,SWE,EMEA,2,0.0883333333333333,0.0883333333333333,0.0,2,1.0,0,2,2,0,0,0,2,0,0,0,0,0,0,Medium,0.0,False,0.0,1.0,0,0.999997161077336,Data Laggards
Study_11,Site 543,USA,AMERICA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998327304442,High Performers
Study_11,Site 544,USA,AMERICA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999981305379673,High Performers
Study_11,Site 545,USA,AMERICA,3,0.0605555555555555,0.0933333333333333,0.0525022045392522,2,0.6666666666666666,0,2,2,0,0,0,3,0,0,0,0,0,0,Medium,0.0,False,0.0,0.6666666666666666,5,0.9999149950466184,Data Laggards
Study_11,Site 546,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 547,USA,AMERICA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_11,Site 548,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_11,Site 549,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_11,Site 550,USA,AMERICA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998327304442,High Performers
Study_11,Site 551,USA,AMERICA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_11,Site 552,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999986327456657,High Performers
Study_11,Site 553,USA,AMERICA,2,0.0441666666666666,0.0883333333333333,0.0624610990048117,1,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,Low,0.0,False,0.0,0.5,5,0.9999747338740804,Data Laggards
Study_11,Site 6,ZAF,EMEA,2,0.0783333333333333,0.1566666666666666,0.1107800623858924,2,1.0,0,1,1,0,0,0,1,0,0,602,0,0,0,Medium,0.825,True,0.0,0.5,5,0.9988371029854504,Data Laggards
Study_11,Site 62,BEL,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.9999984930023182,High Performers
Study_11,Site 63,BEL,EMEA,3,0.0820719073735527,0.2462157221206581,0.14215271344508,3,1.0,1,0,1,0,0,1,2,0,17,0,0,0,0,Medium,0.0,False,0.3333333333333333,0.3333333333333333,7,0.542838365921884,Safety Concerns
Study_11,Site 7,CZE,EMEA,3,0.0311111111111111,0.0933333333333333,0.053886025124365,1,0.3333333333333333,0,1,1,0,0,0,2,0,0,0,0,0,0,Low,0.0,False,0.0,0.3333333333333333,5,0.9999938579353088,Data Laggards
Study_11,Site 8,CZE,EMEA,5,0.0176666666666666,0.0883333333333333,0.0395038676024962,1,0.2,0,1,1,0,0,0,1,0,0,0,0,0,0,Low,0.0,False,0.0,0.2,5,0.9999334645856239,Data Laggards
Study_11,Site 87,HUN,EMEA,3,0.0294444444444444,0.0883333333333333,0.0509992737784169,1,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,Low,0.0,False,0.0,0.3333333333333333,5,0.9999938360927155,Data Laggards
Study_11,Site 88,HUN,EMEA,4,0.0220833333333333,0.0883333333333333,0.0441666666666666,1,0.25,0,1,1,0,0,0,1,0,0,0,0,0,0,Low,0.0,False,0.0,0.25,5,0.9999738716158321,Data Laggards
Study_13,13,Unknown,Unknown,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_13,Site 109,USA,AMERICA,2,0.135785035873912,0.1802399435426958,0.0628687333392377,5,2.5,0,2,2,0,0,0,3,0,0,0,2,1,41,High,0.55,True,0.0,1.0,0,0.9999952137812524,Data Laggards
Study_13,Site 110,AUS,ASIA,1,0.3022870664199703,0.3022870664199703,0.0,5,5.0,1,0,1,0,0,0,35,23,0,22,1,0,21,High,0.0,False,1.0,1.0,2,0.9999999905351773,Data Laggards
Study_13,Site 125,KOR,ASIA,1,0.132051282051282,0.132051282051282,0.0,2,2.0,0,1,1,0,0,0,5,0,0,0,0,0,1,High,0.0,False,0.0,1.0,0,0.9999983759757434,Data Laggards
Study_13,Site 130,SGP,ASIA,5,0.1033813220418725,0.2110091743119266,0.0742210684101597,8,1.6,0,5,5,0,0,0,14,0,0,0,2,0,102,Medium,0.55,True,0.0,1.0,0,0.9999685294764759,Data Laggards
Study_13,Site 2,CAN,AMERICA,2,0.1648144399460188,0.2805263157894737,0.1636413041454454,4,2.0,1,1,2,0,1,0,20,0,0,9,0,0,2,High,0.55,True,0.5,1.0,2,0.9999987409356742,Data Laggards
Study_13,Site 353,TWN,ASIA,1,0.0614102564102564,0.0614102564102564,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,34,Medium,0.55,True,0.0,1.0,0,0.9999987129858057,Data Laggards
Study_13,Site 417,JPN,ASIA,3,0.097213988865365,0.1934368383909668,0.0833323197031862,5,1.6666666666666667,0,3,3,0,0,0,6,0,0,0,3,0,9,Medium,0.0,False,0.0,1.0,0,0.9999926274387853,Data Laggards
Study_13,Site 468,USA,AMERICA,1,0.1333333333333333,0.1333333333333333,0.0,1,1.0,0,1,1,0,0,0,11,0,0,0,0,0,0,High,0.0,False,0.0,1.0,0,0.9999983481230431,Data Laggards
Study_13,Site 588,ISR,EMEA,1,0.1266666666666666,0.1266666666666666,0.0,2,2.0,0,1,1,0,0,0,1,0,0,0,0,0,39,High,0.55,True,0.0,1.0,0,0.9999983886013284,Data Laggards
Study_13,Site 589,ISR,EMEA,2,0.1642788461538461,0.178125,0.0195814185559351,6,3.0,0,2,2,0,0,0,6,0,0,0,0,2,32,High,0.55,True,0.0,1.0,0,0.9999902838605095,Data Laggards
Study_13,Site 597,USA,AMERICA,1,0.1037097153610915,0.1037097153610915,0.0,2,2.0,0,1,1,0,0,0,0,0,0,0,1,0,30,Medium,0.55,True,0.0,1.0,0,0.9999959257233123,Data Laggards
Study_13,Site 598,DEU,EMEA,1,0.1367251461988304,0.1367251461988304,0.0,2,2.0,0,1,1,0,0,0,3,0,0,1,0,0,0,High,0.0,False,0.0,1.0,0,0.9999982468152137,Data Laggards
Study_13,Site 87,AUS,ASIA,1,0.1224358974358974,0.1224358974358974,0.0,2,2.0,0,1,1,0,0,0,2,0,0,0,0,0,15,High,0.55,True,0.0,1.0,0,0.9999982079797752,Data Laggards
Study_14,2,Unknown,Unknown,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_14,Site 502,CAN,AMERICA,2,0.2499857618640815,0.3579202416768809,0.152642405198946,7,3.5,1,1,2,0,2,0,34,0,0,15,1,0,5,High,0.75,True,0.5,1.0,2,0.9999916118730874,Data Laggards
Study_14,Site 503,CAN,AMERICA,1,0.0491025641025641,0.0491025641025641,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,2,Medium,0.0,False,0.0,1.0,0,0.9999984911887158,Data Laggards
Study_15,2,Unknown,Unknown,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_15,Site 2,USA,AMERICA,26,0.1090663171736046,0.1733625730994152,0.0522194499898327,41,1.5769230769230769,0,26,26,0,0,0,133,0,0,293,0,0,44,Medium,0.688,True,0.0,1.0,8,0.48699417337432677,Safety Concerns
Study_15,Site 3,USA,AMERICA,67,0.0961717055746906,0.2800584795321637,0.0548813723025953,91,1.3582089552238803,1,66,67,0,1,0,276,0,0,266,0,0,103,Medium,0.9,True,0.014925373134328358,1.0,6,1.0,Moderate Performers
Study_16,176,Unknown,Unknown,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.0,False,0.0,0.0,4,0.999998750667063,High Performers
Study_16,Site 599,USA,AMERICA,2,0.2469480968452632,0.4374859372802699,0.2694611980884673,7,3.5,1,1,2,0,0,2,18,0,21,693,0,4,40,High,1.05,True,0.5,1.0,2,0.9999914231450482,Data Laggards
Study_16,Site 600,USA,AMERICA,1,0.0494871794871794,0.0494871794871794,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,3,Medium,0.0,False,0.0,1.0,0,0.9999984629929733,Data Laggards
Study_16,Site 601,USA,AMERICA,7,0.0573992673992673,0.0633333333333333,0.0059908590084913,7,1.0,0,7,7,0,0,0,0,0,0,0,0,0,165,Medium,0.55,True,0.0,1.0,0,0.9999520687154152,Data Laggards
Study_16,Site 602,USA,AMERICA,22,0.1517755591922743,0.3120673076923076,0.096645752830601,56,2.5454545454545454,5,17,22,1,1,5,25,0,185,226,4,22,249,High,0.78,True,0.22727272727272727,1.0,8,0.9999934531015724,Safety Concerns
Study_16,Site 603,USA,AMERICA,4,0.2275981409626232,0.5202890587928595,0.2191765637732382,13,3.25,2,2,4,0,2,3,3,0,76,148,9,0,93,High,0.688,True,0.5,1.0,2,0.9999888260397043,Data Laggards
Study_16,Site 604,USA,AMERICA,2,0.0600641025641025,0.0617948717948717,0.0024476773194918,2,1.0,0,2,2,0,0,0,0,0,0,0,0,0,61,Medium,0.55,True,0.0,1.0,0,0.999997895398145,Data Laggards
Study_16,Site 605,USA,AMERICA,3,0.3717473369581158,0.461201923076923,0.1403204261327743,16,5.333333333333333,2,1,3,0,0,4,34,0,148,1266,0,9,31,High,0.9,True,0.6666666666666666,1.0,2,0.9999999728020401,Data Laggards
Study_16,Site 606,USA,AMERICA,6,0.1948189097595548,0.3820246091427415,0.1544952997533143,19,3.1666666666666665,3,3,6,0,0,3,16,0,45,731,0,2,74,High,0.894,True,0.5,1.0,2,0.9999858077222407,Data Laggards
Study_16,Site 607,USA,AMERICA,3,0.0539743589743589,0.0629487179487179,0.0077720228544757,3,1.0,0,3,3,0,0,0,0,0,0,0,0,0,44,Medium,0.55,True,0.0,1.0,0,0.9999959509016614,Data Laggards
Study_16,Site 608,USA,AMERICA,6,0.0821734892787524,0.2129127305443095,0.0641582689779384,8,1.3333333333333333,0,6,6,0,0,0,12,0,0,280,0,0,104,Medium,0.688,True,0.0,1.0,0,0.9999607961119455,Data Laggards
Study_16,Site 609,USA,AMERICA,2,0.0523717948717948,0.0548717948717948,0.0035355339059327,2,1.0,0,2,2,0,0,0,0,0,0,0,0,0,21,Medium,0.55,True,0.0,1.0,0,0.9999977578253497,Data Laggards
Study_16,Site 610,USA,AMERICA,7,0.140355496112075,0.2182891925326136,0.075652117025368,16,2.2857142857142856,0,7,7,0,0,0,28,0,0,706,0,1,125,High,0.894,True,0.0,1.0,0,0.9997783348077645,Data Laggards
Study_16,Site 611,USA,AMERICA,12,0.0967292697555855,0.2565384615384615,0.0772131555354339,18,1.5,1,11,12,0,2,0,19,0,0,725,0,0,167,Medium,0.9,True,0.08333333333333333,1.0,2,0.9997293808447999,Data Laggards
Study_16,Site 612,USA,AMERICA,1,0.0933333333333333,0.0933333333333333,0.0,1,1.0,0,1,1,0,0,0,2,0,0,0,0,0,0,Medium,0.0,False,0.0,1.0,0,0.9999971904859969,Data Laggards
Study_16,Site 613,USA,AMERICA,1,0.0548717948717948,0.0548717948717948,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,17,Medium,0.55,True,0.0,1.0,0,0.9999983072414916,Data Laggards
