study,site_id,country,region,subject_count,site_risk_category,cluster_id,cluster_name,prob_cluster_0,prob_cluster_1,prob_cluster_2
Study_11,Site 553,USA,AMERICA,2,Low,1,Cluster_1_Completeness_Issues,3.064178857983926e-106,0.9999999999992304,7.695351577598141e-13
Study_11,Site 6,ZAF,EMEA,2,Medium,1,Cluster_1_Completeness_Issues,0.0,1.0,2.5804125599903674e-22
Study_11,Site 62,BEL,EMEA,3,Low,0,Cluster_0_Low_Risk,0.9999999999999964,3.303098520837712e-15,4.754072034079001e-27
Study_11,Site 63,BEL,EMEA,3,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999990442374236,9.55762576935197e-07
Study_11,Site 7,CZE,EMEA,3,Low,1,Cluster_1_Completeness_Issues,7.8692875484087e-194,0.9999999999990243,9.755806206375455e-13
Study_11,Site 8,CZE,EMEA,5,Low,1,Cluster_1_Completeness_Issues,0.00012441891974841605,0.9998755810788643,1.3873311879258736e-12
Study_11,Site 87,HUN,EMEA,3,Low,1,Cluster_1_Completeness_Issues,2.668662113775519e-38,0.9999999999989773,1.0226861610936534e-12
Study_11,Site 88,HUN,EMEA,4,Low,1,Cluster_1_Completeness_Issues,4.120356494297411e-15,0.9999999999987959,1.2001082885543443e-12
Study_13,13,Unknown,Unknown,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_13,Site 109,USA,AMERICA,2,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999844174,1.558261524704711e-11
Study_13,Site 110,AUS,ASIA,1,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_13,Site 125,KOR,ASIA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999986184,1.3815758616379446e-12
Study_13,Site 130,SGP,ASIA,5,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999995643,4.355503097088768e-13
Study_13,Site 2,CAN,AMERICA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_13,Site 353,TWN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999995470894,4.5291006135689746e-10,7.184425577517913e-23
Study_13,Site 417,JPN,ASIA,3,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999996239,3.7609002400311734e-13
Study_13,Site 468,USA,AMERICA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.6786030254232285,0.32139697457677074
Study_13,Site 588,ISR,EMEA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.999999999999407,5.929857066755105e-13
Study_13,Site 589,ISR,EMEA,2,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999861258,1.3874055520655375e-11
Study_13,Site 597,USA,AMERICA,1,Medium,1,Cluster_1_Completeness_Issues,8.330214322583386e-158,0.9999999999996423,3.577121417514586e-13
Study_13,Site 598,DEU,EMEA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999997243,2.7571720175015036e-13
Study_13,Site 87,AUS,ASIA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999998448,1.5520035355184523e-13
Study_14,2,Unknown,Unknown,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_14,Site 502,CAN,AMERICA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_14,Site 503,CAN,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999998614,1.3714093513070032e-13,5.114906448797e-26
Study_15,2,Unknown,Unknown,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_15,Site 2,USA,AMERICA,26,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999923821,7.618306990812591e-12
Study_15,Site 3,USA,AMERICA,67,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.44348360382153e-37,1.0
Study_16,176,Unknown,Unknown,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_16,Site 599,USA,AMERICA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,3.611588203485079e-38,1.0
Study_16,Site 600,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999147,8.412475636119245e-14,3.0319676633944066e-26
Study_16,Site 601,USA,AMERICA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999998721,1.2915219485039108e-13,4.174277790872207e-26
Study_16,Site 602,USA,AMERICA,22,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 603,USA,AMERICA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 604,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.999999999974861,2.5139957792102078e-11,4.549752852398829e-24
Study_16,Site 605,USA,AMERICA,3,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.2279809186600751e-121,1.0
Study_16,Site 606,USA,AMERICA,6,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.01129441828116491,0.9887055817188334
Study_16,Site 607,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.1222934129443705e-14,3.058122850544072e-27
Study_16,Site 608,USA,AMERICA,6,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999998703,1.2972925834679644e-13
Study_16,Site 609,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.1339181855743637e-14,3.239623856349978e-27
Study_16,Site 610,USA,AMERICA,7,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999997585,2.414932301852713e-13
Study_16,Site 611,USA,AMERICA,12,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 612,USA,AMERICA,1,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999998798,1.2025943743030593e-13
Study_16,Site 613,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999858,1.3683955769918005e-14,3.2134089359961932e-27
Study_16,Site 614,USA,AMERICA,3,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999997802,2.198904078861147e-13
Study_16,Site 615,USA,AMERICA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.1582150033502497e-65,1.0
Study_16,Site 616,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999995470894,4.5291006135689746e-10,7.184425577517913e-23
Study_16,Site 617,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999998655128551,1.344871448862579e-07,1.952285877458075e-20
Study_16,Site 618,USA,AMERICA,1,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,2.530244935782086e-73,1.0
Study_16,Site 619,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999467,5.413374751077452e-14,1.8862956840976694e-26
Study_16,Site 620,USA,AMERICA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.0898400555667254e-121,1.0
Study_16,Site 621,USA,AMERICA,7,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999966154,3.384594962922666e-12
Study_16,Site 622,USA,AMERICA,3,High,1,Cluster_1_Completeness_Issues,0.0,1.0,1.4745841747656955e-20
Study_16,Site 623,CAN,AMERICA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 624,CAN,AMERICA,11,High,1,Cluster_1_Completeness_Issues,0.0,0.9986379833920398,0.0013620166079585962
Study_16,Site 625,CAN,AMERICA,3,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 626,CAN,AMERICA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999926494,7.350338101427936e-12
Study_16,Site 627,CAN,AMERICA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.4913245900186897e-10,0.9999999998508677
Study_16,Site 628,CAN,AMERICA,1,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 629,CAN,AMERICA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.6067482766404297e-08,0.9999999839325185
Study_16,Site 630,GRC,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999996732,3.2720831488752033e-13,6.277903602751684e-26
Study_16,Site 631,GRC,EMEA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999969267037,3.073296713265982e-09
Study_16,Site 632,GRC,EMEA,3,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.8642812736331444e-34,1.0
Study_16,Site 633,GRC,EMEA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.4785301296743702e-28,1.0
Study_16,Site 634,GRC,EMEA,1,High,1,Cluster_1_Completeness_Issues,0.0,1.0,2.642090169230682e-17
Study_16,Site 635,GRC,EMEA,1,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,2.1127717189765936e-185,1.0
Study_16,Site 636,BEL,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999787,2.2705938941427293e-14,5.054615726787511e-27
Study_16,Site 637,BEL,EMEA,8,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 638,BEL,EMEA,1,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 639,BEL,EMEA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.2889635825055262e-13,0.9999999999998721
Study_16,Site 640,BEL,EMEA,5,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.9756374084605687e-53,1.0
Study_16,Site 641,BEL,EMEA,1,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,6.742831648439e-85,1.0
Study_16,Site 642,FRA,EMEA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 643,FRA,EMEA,2,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999996273843,3.7261568928946864e-10
Study_16,Site 644,FRA,EMEA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.2813216030685313e-15,1.0
Study_16,Site 645,FRA,EMEA,4,Medium,1,Cluster_1_Completeness_Issues,2.0420789387263684e-55,0.9999999999996225,3.774621849060336e-13
Study_16,Site 646,FRA,EMEA,1,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 647,FRA,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999988312,1.1677586808846745e-12,2.1404750073601646e-25
Study_16,Site 648,ESP,EMEA,6,Medium,1,Cluster_1_Completeness_Issues,7.05217005643884e-29,0.9999999999996545,3.4553103847724047e-13
Study_16,Site 649,ESP,EMEA,1,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,5.286400384376287e-186,1.0
Study_16,Site 650,ESP,EMEA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 651,ESP,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.0961068779187293e-14,2.8508801367017716e-27
Study_16,Site 652,ESP,EMEA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.9999985903019872,1.4096980111152699e-06
Study_16,Site 653,ESP,EMEA,4,High,1,Cluster_1_Completeness_Issues,0.0,0.9966418464784326,0.003358153521568459
Study_16,Site 654,HRV,EMEA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,2.5364786521938503e-95,1.0
Study_16,Site 655,HRV,EMEA,1,High,1,Cluster_1_Completeness_Issues,0.0,1.0,9.799761561525926e-18
Study_16,Site 656,HRV,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999147,8.412475636119245e-14,3.0319676633944066e-26
Study_16,Site 657,ITA,EMEA,7,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,8.022831397288534e-142,1.0
Study_16,Site 658,ITA,EMEA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.7672841301144858e-187,1.0
Study_16,Site 659,ITA,EMEA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,3.7330342908632203e-187,1.0
Study_16,Site 660,ITA,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999998325677,1.6743293020581966e-10,2.707427111191992e-23
Study_16,Site 661,ITA,EMEA,8,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 662,ITA,EMEA,1,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 663,ITA,EMEA,2,Medium,1,Cluster_1_Completeness_Issues,2.9582030052421703e-271,0.9999999999990066,9.93469859053181e-13
Study_16,Site 664,CZE,EMEA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,4.2764491427874656e-61,1.0
Study_16,Site 665,GBR,EMEA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999994520907,5.479091377980024e-10
Study_16,Site 666,GBR,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.999999999996632,3.3683235643052675e-12,6.385759531240201e-25
Study_16,Site 667,GBR,EMEA,3,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.199329713999411e-234,1.0
Study_16,Site 668,GBR,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.0577646187212241e-14,2.9402554261458667e-27
Study_16,Site 669,DEU,EMEA,5,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,5.870660953942462e-17,1.0
Study_16,Site 670,DEU,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999822,1.697879707269487e-14,4.093812098803429e-27
Study_16,Site 671,DEU,EMEA,3,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 672,DEU,EMEA,1,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 673,DEU,EMEA,2,High,1,Cluster_1_Completeness_Issues,0.0,0.999999999999968,3.192884324976168e-14
Study_16,Site 674,DEU,EMEA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 675,MEX,AMERICA,5,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,6.084957065141575e-78,1.0
Study_16,Site 676,MEX,AMERICA,7,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999997222,2.777882257031032e-13
Study_16,Site 677,MEX,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999147,8.412475636119245e-14,3.0319676633944066e-26
Study_16,Site 678,ARG,AMERICA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 679,ARG,AMERICA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.5498602990755281e-223,1.0
Study_16,Site 680,ARG,AMERICA,7,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999996919708,3.080295604816648e-10
Study_16,Site 681,ARG,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999988312,1.1677586808846745e-12,2.1404750073601646e-25
Study_16,Site 682,ARG,AMERICA,8,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 683,ARG,AMERICA,2,High,1,Cluster_1_Completeness_Issues,0.0,0.999999999983253,1.6746854884073653e-11
Study_16,Site 684,BRA,AMERICA,8,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.2605061872334288e-119,1.0
Study_16,Site 685,BRA,AMERICA,11,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999038214,9.617879255088423e-11
Study_16,Site 686,BRA,AMERICA,8,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 687,BRA,AMERICA,6,High,1,Cluster_1_Completeness_Issues,0.0,0.999999999990739,9.26094448319666e-12
Study_16,Site 688,BRA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999996001492,3.9985095759638174e-10,7.609024076561598e-23
Study_16,Site 689,BRA,AMERICA,11,Medium,1,Cluster_1_Completeness_Issues,4.2587083645507494e-33,0.9999999999983975,1.6025738735345097e-12
Study_16,Site 690,BRA,AMERICA,4,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999844354247,1.556457451156498e-08
Study_16,Site 691,MYS,ASIA,6,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,8.26378101716274e-108,1.0
Study_16,Site 692,MYS,ASIA,2,Medium,1,Cluster_1_Completeness_Issues,6.109215056214144e-145,0.9999999999998856,1.142780986981014e-13
Study_16,Site 693,MYS,ASIA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 694,MYS,ASIA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,9.58074685670541e-35,1.0
Study_16,Site 695,MYS,ASIA,3,Medium,1,Cluster_1_Completeness_Issues,2.0635964431472984e-103,0.99999999999958,4.1994479624478644e-13
Study_16,Site 696,AUS,ASIA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,2.6137722089576904e-138,1.0
Study_16,Site 697,AUS,ASIA,5,Medium,1,Cluster_1_Completeness_Issues,2.5520414733324865e-130,0.9999999999996572,3.428193425762793e-13
Study_16,Site 698,AUS,ASIA,3,Medium,1,Cluster_1_Completeness_Issues,1.44087312130417e-96,0.9999999999995868,4.1322808723097355e-13
Study_16,Site 699,AUS,ASIA,7,High,1,Cluster_1_Completeness_Issues,0.0,0.9999997989666631,2.0103333696226773e-07
Study_16,Site 700,AUS,ASIA,3,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999896985,1.03015838224412e-11
Study_16,Site 701,AUS,ASIA,7,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 702,AUS,ASIA,8,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,3.4897585499470945e-96,1.0
Study_16,Site 703,JPN,ASIA,5,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999990503,9.497716250066199e-13
Study_16,Site 704,JPN,ASIA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999957732,4.226969390068033e-12
Study_16,Site 705,JPN,ASIA,3,Medium,1,Cluster_1_Completeness_Issues,1.3689295578504184e-56,0.9999999999998697,1.3029413290169693e-13
Study_16,Site 706,JPN,ASIA,3,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0006895337922167388,0.9993104662077841
Study_16,Site 707,JPN,ASIA,2,High,1,Cluster_1_Completeness_Issues,0.0,0.9999983319074633,1.6680925371249978e-06
Study_16,Site 708,JPN,ASIA,6,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.0374693824896384e-40,1.0
Study_16,Site 709,JPN,ASIA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,9.321592457793235e-80,1.0
Study_16,Site 710,JPN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.1952903075031527e-14,3.4627706549278134e-27
Study_16,Site 711,JPN,ASIA,14,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999983978,1.6021111558033311e-12
Study_16,Site 712,JPN,ASIA,4,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999960112,3.988901401230337e-12
Study_16,Site 713,JPN,ASIA,2,High,1,Cluster_1_Completeness_Issues,0.0,0.999999999999365,6.350424262302358e-13
Study_16,Site 714,JPN,ASIA,3,Medium,1,Cluster_1_Completeness_Issues,1.202828233475296e-53,0.9999999999998659,1.3407666020900597e-13
Study_16,Site 715,JPN,ASIA,3,Medium,1,Cluster_1_Completeness_Issues,1.0079767150501639e-51,0.9999999999998628,1.3722917972914104e-13
Study_16,Site 716,JPN,ASIA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.999999999999803,1.9697528100567745e-13
Study_16,Site 717,JPN,ASIA,3,High,1,Cluster_1_Completeness_Issues,0.0,0.9999707753430478,2.9224656952593772e-05
Study_16,Site 718,JPN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999998153,1.8609781992446885e-13,3.655648134711789e-26
Study_16,Site 719,KOR,ASIA,2,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999998925,1.0750478075500799e-13
Study_16,Site 720,KOR,ASIA,3,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 721,KOR,ASIA,3,High,1,Cluster_1_Completeness_Issues,0.0,0.9999933691312696,6.630868730747183e-06
Study_16,Site 722,KOR,ASIA,3,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999055089761,9.449102439839775e-08
Study_16,Site 723,KOR,ASIA,10,Medium,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 724,KOR,ASIA,3,High,1,Cluster_1_Completeness_Issues,0.0,0.9999952870565034,4.712943496912482e-06
Study_16,Site 725,KOR,ASIA,11,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,3.3937570781766397e-252,1.0
Study_16,Site 726,KOR,ASIA,5,Medium,1,Cluster_1_Completeness_Issues,0.0,0.999999999999523,4.76871753879445e-13
Study_16,Site 727,TWN,ASIA,5,High,1,Cluster_1_Completeness_Issues,0.0,0.9998572224497095,0.0001427775502915376
Study_16,Site 728,TWN,ASIA,2,Medium,1,Cluster_1_Completeness_Issues,1.2218214205547234e-133,0.9999999999998849,1.1515171426653278e-13
Study_16,Site 729,TWN,ASIA,5,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999995767297,4.232697427333213e-10
Study_16,Site 730,TWN,ASIA,2,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999899858,1.0014146837819784e-11
Study_16,Site 731,TWN,ASIA,4,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999977907,2.2093089800602457e-12
Study_16,Site 732,TWN,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999998863,1.1500980992778631e-13,3.1469269598915303e-26
Study_16,Site 733,TWN,ASIA,5,High,1,Cluster_1_Completeness_Issues,0.0,0.999999999946942,5.3057267800546077e-11
Study_16,Site 734,CHN,ASIA,3,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 735,CHN,ASIA,6,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,5.522969140446952e-59,1.0
Study_16,Site 736,CHN,ASIA,7,High,1,Cluster_1_Completeness_Issues,0.0,0.9999966461801916,3.3538198088076737e-06
Study_16,Site 737,CHN,ASIA,7,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999918445,8.155410790901216e-12
Study_16,Site 738,CHN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999998153,1.8609781992446885e-13,3.655648134711789e-26
Study_16,Site 739,CHN,ASIA,2,Medium,1,Cluster_1_Completeness_Issues,1.2846368735576183e-145,0.9999999999998856,1.1436150250771095e-13
Study_16,Site 740,CHN,ASIA,7,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,6.523486217819265e-36,1.0
Study_16,Site 741,CHN,ASIA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,5.77869427355491e-72,1.0
Study_16,Site 742,CHN,ASIA,8,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 743,CHN,ASIA,5,Medium,1,Cluster_1_Completeness_Issues,9.61394985921192e-223,0.999999999997417,2.5830795951207824e-12
Study_16,Site 744,CHN,ASIA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999997979,2.0208931034071716e-13
Study_16,Site 745,CHN,ASIA,7,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.8888520254677554e-55,1.0
Study_16,Site 746,CHN,ASIA,3,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,1.6982321056240663e-20,1.0
Study_16,Site 747,CHN,ASIA,4,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999992655,7.344392242772427e-13
Study_16,Site 748,CHN,ASIA,5,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,8.91780558527168e-25,1.0
Study_16,Site 749,CHN,ASIA,1,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999997549773,2.450230743050253e-10
Study_16,Site 750,CHN,ASIA,4,Medium,1,Cluster_1_Completeness_Issues,3.626889995322498e-209,0.999999999996195,3.804911488704883e-12
Study_16,Site 751,CHN,ASIA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,3.474588420806495e-05,0.9999652541157928
Study_16,Site 752,CHN,ASIA,2,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999999829723,1.7027505286281816e-11
Study_16,Site 753,CHN,ASIA,4,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 754,CHN,ASIA,4,Medium,1,Cluster_1_Completeness_Issues,3.278851392137721e-143,0.9999999999998859,1.1424184065757486e-13
Study_16,Site 755,CHN,ASIA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,8.659439673076622e-09,0.9999999913405588
Study_16,Site 756,CHN,ASIA,3,High,1,Cluster_1_Completeness_Issues,0.0,0.9999140017793666,8.599822063415023e-05
Study_16,Site 757,TUR,EMEA,11,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 758,TUR,EMEA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,2.0568950195088416e-09,0.9999999979431067
Study_16,Site 759,TUR,EMEA,1,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 760,TUR,EMEA,5,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999987393817508,1.2606182495704192e-06
Study_16,Site 761,IND,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999735856,2.641565462547868e-11,4.445096837651126e-24
Study_16,Site 762,IND,ASIA,3,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999952814669,4.718533194088027e-09
Study_16,Site 763,IND,ASIA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,2.992684733995785e-197,1.0
Study_16,Site 764,IND,ASIA,4,Medium,1,Cluster_1_Completeness_Issues,3.4305722200945915e-69,0.9999999999996242,3.7579760132534055e-13
Study_16,Site 765,IND,ASIA,9,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999332897738,6.671022607236065e-08
Study_16,Site 766,IND,ASIA,4,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999961033694,3.896630359247452e-09
Study_16,Site 767,IND,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999997478,2.5172764106405517e-13,5.17309592120217e-26
Study_16,Site 768,IND,ASIA,7,High,1,Cluster_1_Completeness_Issues,0.0,0.9999999998926286,1.0737164668779841e-10
Study_16,Site 769,IND,ASIA,4,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999996958,3.0414988097502687e-13
Study_16,Site 770,ISR,EMEA,2,Medium,1,Cluster_1_Completeness_Issues,2.2283908320229174e-148,0.9999999999998852,1.1483497387712571e-13
Study_16,Site 771,ISR,EMEA,5,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,9.759686844357543e-80,1.0
Study_16,Site 772,ISR,EMEA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,0.0,1.0
Study_16,Site 773,ISR,EMEA,5,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,3.6271195556725247e-62,1.0
Study_16,Site 774,ISR,EMEA,3,Medium,1,Cluster_1_Completeness_Issues,0.0,0.9999999999996583,3.416828522089234e-13
Study_17,13,Unknown,Unknown,1,Low,0,Cluster_0_Low_Risk,1.0,1.0509911671384543e-15,4.642458521703675e-28
Study_17,Site 14,CAN,AMERICA,2,High,2,Cluster_2_High_Risk_Elevated_DQI,0.0,2.8791308998084343e-36,1.0
