anomaly_type,detection_method,level,study,site_id,country,region,metric,value,zscore,mean,std,severity,description,recommendation
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1342,HRV,EMEA,missing_visit_count_sum,10.0,6.88,0.47,1.39,CRITICAL,Missing Visit Count is 6.9σ above average (10 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1362,LVA,EMEA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 153,HUN,EMEA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1659,IND,ASIA,missing_visit_count_sum,7.0,4.71,0.47,1.39,HIGH,Missing Visit Count is 4.7σ above average (7 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1674,MYS,ASIA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1683,MYS,ASIA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1692,VNM,ASIA,missing_visit_count_sum,8.0,5.44,0.47,1.39,CRITICAL,Missing Visit Count is 5.4σ above average (8 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1699,BGR,EMEA,missing_visit_count_sum,6.0,3.99,0.47,1.39,MEDIUM,Missing Visit Count is 4.0σ above average (6 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1706,BGR,EMEA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1786,NLD,EMEA,missing_visit_count_sum,8.0,5.44,0.47,1.39,CRITICAL,Missing Visit Count is 5.4σ above average (8 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1848,ESP,EMEA,missing_visit_count_sum,10.0,6.88,0.47,1.39,CRITICAL,Missing Visit Count is 6.9σ above average (10 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1909,GBR,EMEA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1947,GBR,EMEA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1986,MEX,AMERICA,missing_visit_count_sum,8.0,5.44,0.47,1.39,CRITICAL,Missing Visit Count is 5.4σ above average (8 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1992,MEX,AMERICA,missing_visit_count_sum,7.0,4.71,0.47,1.39,HIGH,Missing Visit Count is 4.7σ above average (7 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 2008,USA,AMERICA,missing_visit_count_sum,7.0,4.71,0.47,1.39,HIGH,Missing Visit Count is 4.7σ above average (7 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 2046,USA,AMERICA,missing_visit_count_sum,7.0,4.71,0.47,1.39,HIGH,Missing Visit Count is 4.7σ above average (7 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 2066,USA,AMERICA,missing_visit_count_sum,11.0,7.6,0.47,1.39,CRITICAL,Missing Visit Count is 7.6σ above average (11 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 2088,USA,AMERICA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 2094,USA,AMERICA,missing_visit_count_sum,8.0,5.44,0.47,1.39,CRITICAL,Missing Visit Count is 5.4σ above average (8 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 2097,USA,AMERICA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 332,USA,AMERICA,missing_visit_count_sum,6.0,3.99,0.47,1.39,MEDIUM,Missing Visit Count is 4.0σ above average (6 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 333,USA,AMERICA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 442,ARG,AMERICA,missing_visit_count_sum,8.0,5.44,0.47,1.39,CRITICAL,Missing Visit Count is 5.4σ above average (8 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 446,ARG,AMERICA,missing_visit_count_sum,6.0,3.99,0.47,1.39,MEDIUM,Missing Visit Count is 4.0σ above average (6 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 917,ARG,AMERICA,missing_visit_count_sum,6.0,3.99,0.47,1.39,MEDIUM,Missing Visit Count is 4.0σ above average (6 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 958,CAN,AMERICA,missing_visit_count_sum,7.0,4.71,0.47,1.39,HIGH,Missing Visit Count is 4.7σ above average (7 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_23,Site 63,CIV,EMEA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 281,DEU,EMEA,missing_visit_count_sum,6.0,3.99,0.47,1.39,MEDIUM,Missing Visit Count is 4.0σ above average (6 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 888,DEU,EMEA,missing_visit_count_sum,10.0,6.88,0.47,1.39,CRITICAL,Missing Visit Count is 6.9σ above average (10 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_8,Site 375,FRA,EMEA,missing_visit_count_sum,5.0,3.27,0.47,1.39,MEDIUM,Missing Visit Count is 3.3σ above average (5 vs mean 0.5),Investigate elevated missing visit count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 113,CHN,ASIA,lab_issues_count_sum,643.0,11.1,5.65,57.43,CRITICAL,Lab Issues Count is 11.1σ above average (643 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2013,USA,AMERICA,lab_issues_count_sum,275.0,4.69,5.65,57.43,HIGH,Lab Issues Count is 4.7σ above average (275 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2015,USA,AMERICA,lab_issues_count_sum,334.0,5.72,5.65,57.43,CRITICAL,Lab Issues Count is 5.7σ above average (334 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2030,USA,AMERICA,lab_issues_count_sum,283.0,4.83,5.65,57.43,HIGH,Lab Issues Count is 4.8σ above average (283 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2161,TUR,EMEA,lab_issues_count_sum,398.0,6.83,5.65,57.43,CRITICAL,Lab Issues Count is 6.8σ above average (398 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2164,KOR,ASIA,lab_issues_count_sum,279.0,4.76,5.65,57.43,HIGH,Lab Issues Count is 4.8σ above average (279 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2165,KOR,ASIA,lab_issues_count_sum,184.0,3.11,5.65,57.43,MEDIUM,Lab Issues Count is 3.1σ above average (184 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2167,KOR,ASIA,lab_issues_count_sum,495.0,8.52,5.65,57.43,CRITICAL,Lab Issues Count is 8.5σ above average (495 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2168,KOR,ASIA,lab_issues_count_sum,564.0,9.72,5.65,57.43,CRITICAL,Lab Issues Count is 9.7σ above average (564 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2170,TUR,EMEA,lab_issues_count_sum,477.0,8.21,5.65,57.43,CRITICAL,Lab Issues Count is 8.2σ above average (477 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2171,TUR,EMEA,lab_issues_count_sum,218.0,3.7,5.65,57.43,MEDIUM,Lab Issues Count is 3.7σ above average (218 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2172,TUR,EMEA,lab_issues_count_sum,396.0,6.8,5.65,57.43,CRITICAL,Lab Issues Count is 6.8σ above average (396 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2173,TUR,EMEA,lab_issues_count_sum,233.0,3.96,5.65,57.43,MEDIUM,Lab Issues Count is 4.0σ above average (233 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2176,TUR,EMEA,lab_issues_count_sum,233.0,3.96,5.65,57.43,MEDIUM,Lab Issues Count is 4.0σ above average (233 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2177,TUR,EMEA,lab_issues_count_sum,213.0,3.61,5.65,57.43,MEDIUM,Lab Issues Count is 3.6σ above average (213 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2178,TUR,EMEA,lab_issues_count_sum,210.0,3.56,5.65,57.43,MEDIUM,Lab Issues Count is 3.6σ above average (210 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2187,DEU,EMEA,lab_issues_count_sum,271.0,4.62,5.65,57.43,HIGH,Lab Issues Count is 4.6σ above average (271 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 2188,ISR,EMEA,lab_issues_count_sum,186.0,3.14,5.65,57.43,MEDIUM,Lab Issues Count is 3.1σ above average (186 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 281,DEU,EMEA,lab_issues_count_sum,329.0,5.63,5.65,57.43,CRITICAL,Lab Issues Count is 5.6σ above average (329 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 286,DEU,EMEA,lab_issues_count_sum,191.0,3.23,5.65,57.43,MEDIUM,Lab Issues Count is 3.2σ above average (191 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 49,KOR,ASIA,lab_issues_count_sum,185.0,3.12,5.65,57.43,MEDIUM,Lab Issues Count is 3.1σ above average (185 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 50,KOR,ASIA,lab_issues_count_sum,1102.0,19.09,5.65,57.43,CRITICAL,Lab Issues Count is 19.1σ above average (1102 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 52,KOR,ASIA,lab_issues_count_sum,2368.0,41.13,5.65,57.43,CRITICAL,Lab Issues Count is 41.1σ above average (2368 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 525,ISR,EMEA,lab_issues_count_sum,183.0,3.09,5.65,57.43,MEDIUM,Lab Issues Count is 3.1σ above average (183 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 6,TUR,EMEA,lab_issues_count_sum,396.0,6.8,5.65,57.43,CRITICAL,Lab Issues Count is 6.8σ above average (396 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 875,DEU,EMEA,lab_issues_count_sum,667.0,11.52,5.65,57.43,CRITICAL,Lab Issues Count is 11.5σ above average (667 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 880,DEU,EMEA,lab_issues_count_sum,328.0,5.61,5.65,57.43,CRITICAL,Lab Issues Count is 5.6σ above average (328 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 888,DEU,EMEA,lab_issues_count_sum,512.0,8.82,5.65,57.43,CRITICAL,Lab Issues Count is 8.8σ above average (512 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 953,CAN,AMERICA,lab_issues_count_sum,201.0,3.4,5.65,57.43,MEDIUM,Lab Issues Count is 3.4σ above average (201 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 955,CAN,AMERICA,lab_issues_count_sum,255.0,4.34,5.65,57.43,HIGH,Lab Issues Count is 4.3σ above average (255 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_24,Site 963,CAN,AMERICA,lab_issues_count_sum,444.0,7.63,5.65,57.43,CRITICAL,Lab Issues Count is 7.6σ above average (444 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_7,Site 14,CHN,ASIA,lab_issues_count_sum,645.0,11.13,5.65,57.43,CRITICAL,Lab Issues Count is 11.1σ above average (645 vs mean 5.6),Investigate elevated lab issues count at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_16,Site 602,USA,AMERICA,max_days_outstanding_sum,185.0,4.21,10.99,41.32,HIGH,Max Days Outstanding is 4.2σ above average (185 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_16,Site 605,USA,AMERICA,max_days_outstanding_sum,148.0,3.32,10.99,41.32,MEDIUM,Max Days Outstanding is 3.3σ above average (148 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_16,Site 637,BEL,EMEA,max_days_outstanding_sum,285.0,6.63,10.99,41.32,CRITICAL,Max Days Outstanding is 6.6σ above average (285 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_16,Site 657,ITA,EMEA,max_days_outstanding_sum,357.0,8.37,10.99,41.32,CRITICAL,Max Days Outstanding is 8.4σ above average (357 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_16,Site 678,ARG,AMERICA,max_days_outstanding_sum,144.0,3.22,10.99,41.32,MEDIUM,Max Days Outstanding is 3.2σ above average (144 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_16,Site 684,BRA,AMERICA,max_days_outstanding_sum,172.0,3.9,10.99,41.32,MEDIUM,Max Days Outstanding is 3.9σ above average (172 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_16,Site 702,AUS,ASIA,max_days_outstanding_sum,187.0,4.26,10.99,41.32,HIGH,Max Days Outstanding is 4.3σ above average (187 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_16,Site 725,KOR,ASIA,max_days_outstanding_sum,322.0,7.53,10.99,41.32,CRITICAL,Max Days Outstanding is 7.5σ above average (322 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_16,Site 745,CHN,ASIA,max_days_outstanding_sum,260.0,6.03,10.99,41.32,CRITICAL,Max Days Outstanding is 6.0σ above average (260 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_19,Site 493,ISR,EMEA,max_days_outstanding_sum,256.0,5.93,10.99,41.32,CRITICAL,Max Days Outstanding is 5.9σ above average (256 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_2,Site 38,CHN,ASIA,max_days_outstanding_sum,238.0,5.49,10.99,41.32,CRITICAL,Max Days Outstanding is 5.5σ above average (238 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1070,USA,AMERICA,max_days_outstanding_sum,154.0,3.46,10.99,41.32,MEDIUM,Max Days Outstanding is 3.5σ above average (154 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 113,HRV,EMEA,max_days_outstanding_sum,151.0,3.39,10.99,41.32,MEDIUM,Max Days Outstanding is 3.4σ above average (151 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1381,BGR,EMEA,max_days_outstanding_sum,216.0,4.96,10.99,41.32,HIGH,Max Days Outstanding is 5.0σ above average (216 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1541,ROU,EMEA,max_days_outstanding_sum,336.0,7.87,10.99,41.32,CRITICAL,Max Days Outstanding is 7.9σ above average (336 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1555,SVN,EMEA,max_days_outstanding_sum,353.0,8.28,10.99,41.32,CRITICAL,Max Days Outstanding is 8.3σ above average (353 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 1636,SRB,EMEA,max_days_outstanding_sum,207.0,4.74,10.99,41.32,HIGH,Max Days Outstanding is 4.7σ above average (207 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 259,IND,ASIA,max_days_outstanding_sum,232.0,5.35,10.99,41.32,CRITICAL,Max Days Outstanding is 5.3σ above average (232 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_21,Site 789,IND,ASIA,max_days_outstanding_sum,202.0,4.62,10.99,41.32,HIGH,Max Days Outstanding is 4.6σ above average (202 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1106,USA,AMERICA,max_days_outstanding_sum,201.0,4.6,10.99,41.32,HIGH,Max Days Outstanding is 4.6σ above average (201 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1164,USA,AMERICA,max_days_outstanding_sum,596.0,14.16,10.99,41.32,CRITICAL,Max Days Outstanding is 14.2σ above average (596 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1175,USA,AMERICA,max_days_outstanding_sum,419.0,9.87,10.99,41.32,CRITICAL,Max Days Outstanding is 9.9σ above average (419 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 1342,HRV,EMEA,max_days_outstanding_sum,190.0,4.33,10.99,41.32,HIGH,Max Days Outstanding is 4.3σ above average (190 vs mean 11.0),Investigate elevated max days outstanding at this site
STATISTICAL_OUTLIER,Z-Score,site,Study_22,Site 153,HUN,EMEA,max_days_outstanding_sum,206.0,4.72,10.99,41.32,HIGH,Max Days Outstanding is 4.7σ above average (206 vs mean 11.0),Investigate elevated max days outstanding at this site
